dimension,segment,tickers,events,avg_recovery_rate_pct,avg_success_30d_pct,median_recovery_days,avg_dividend_yield_pct,avg_expected_tae_pct,avg_capture_score,top_ticker
sector,2082,1,6,83.33333333333334,83.33333333333334,4.0,0.9731569451155156,74.00047603482568,81.38955635661414,TAP
sector,8093,1,6,100.0,66.66666666666666,13.5,0.27987709928803145,7.567047499268999,81.29338036577346,CON
sector,2522,1,6,83.33333333333334,83.33333333333334,5.0,0.8247996100081555,50.175309608829465,81.21920073286256,HNI
sector,3949,4,42,87.5,79.16666666666667,8.0,0.7518258436234702,38.80634869137022,81.14925396876043,CLAR
sector,8742,8,73,82.91666666666667,80.83333333333333,3.5,0.9666693312668919,101.22219794882511,81.13942736404927,PPHC
sector,2834,17,125,85.68627450980392,73.92156862745098,4.5,1.66783030885172,50.55835819115448,81.1255109063821,REGN
sector,2030,3,30,83.33333333333334,77.77777777777779,1.0,0.9552927631599472,227.5274085934941,81.10012914698139,MZTI
sector,6411,12,79,90.27777777777779,90.27777777777779,3.5,0.8988103419936343,51.11272612490723,80.88588034371111,EQH
sector,5030,1,6,83.33333333333334,83.33333333333334,5.0,0.26047105437577983,15.845322474526608,80.82314966226238,BCC
sector,3990,3,16,83.33333333333333,83.33333333333333,1.0,0.6812217102544064,84.25233358008184,80.79620850130426,ODC
sector,3430,2,18,83.33333333333334,75.0,4.5,0.7572653924668893,54.09849246901284,80.75119285904408,MAS
sector,6311,13,73,83.84615384615384,80.0,4.0,0.9531675279156707,97.27754405477897,80.72683298238312,AAME
sector,4210,1,6,83.33333333333334,83.33333333333334,7.0,1.6041802455121807,69.70545114427928,80.70341124219146,UPS
sector,4953,3,17,83.33333333333333,83.33333333333333,4.5,0.2796078600064787,34.974298697420345,80.5860068068341,WCN
sector,6331,36,257,88.11728395061728,82.09876543209879,4.5,0.8631136192751125,61.054923311757946,80.46712199740014,RLI
sector,7359,5,42,86.66666666666667,73.33333333333334,5.5,1.0003207038437467,58.729814426458084,80.45313436305418,MGRC
sector,5731,1,6,83.33333333333334,83.33333333333334,9.0,1.3359532066046962,45.150270408399464,80.43720432467359,BBY
sector,2511,2,18,83.33333333333334,75.0,5.0,1.4849839700342309,113.5173701621475,80.43720292787515,ETD
sector,5130,1,12,83.33333333333334,66.66666666666666,5.0,1.791483815611212,108.98193211634874,80.39356805395485,WEYS
sector,4610,7,53,88.09523809523809,75.71428571428571,14.0,1.703805030392676,88.61843056820624,80.39263814578338,GEL
sector,3550,4,24,83.33333333333334,83.33333333333334,4.5,0.1706317012277666,10.793520511447792,80.34237539031244,NVT
sector,2510,6,44,86.11111111111113,75.0,3.25,0.7643668521175412,60.61683087879356,80.24991186110638,LEG
sector,2040,2,12,83.33333333333333,75.0,2.25,0.950287082510404,128.81975808896283,80.20041486915912,GIS
sector,7370,5,54,83.33333333333333,73.33333333333333,3.0,0.24834123792383717,41.396130769614714,80.19532026841857,HSTM
sector,8700,1,12,83.33333333333334,83.33333333333334,6.0,0.8957651321260086,45.41031572583239,80.18651000972977,PAYX
sector,2421,1,12,83.33333333333334,83.33333333333334,6.0,0.36656792678615396,18.58295739957586,80.17774848505461,UFPI
sector,6500,11,74,84.91978609625667,72.94117647058823,6.0,1.6137253744083373,69.86806639111528,80.11510835758112,MRP
sector,2821,7,42,83.33333333333334,80.95238095238096,5.0,0.7743769292422485,45.63241762600872,80.10601173474608,HXL
sector,2520,1,12,83.33333333333334,83.33333333333334,8.0,1.0125787235613364,38.49908688540498,80.07527452517014,MLKN
sector,2780,2,12,83.33333333333334,75.0,8.0,1.7606738588762132,82.65654152292203,79.84694214452205,ACCO
sector,1311,38,260,84.59899749373433,76.67919799498748,5.0,1.3856590701477964,103.17935516552018,79.75745468901923,OXY
sector,1221,4,32,84.375,76.04166666666666,5.75,1.0187056449673402,35.46242707934573,79.73324270535429,NC
sector,3564,1,6,83.33333333333334,66.66666666666666,3.0,0.36640362506368135,37.1492564300677,79.68068710720763,DCI
sector,3086,1,6,83.33333333333334,83.33333333333334,7.0,0.13252702010300108,5.758614563999451,79.68003068580003,WMS
sector,6282,39,326,85.25641025641026,75.42735042735043,4.5,0.8345820228943378,48.23938416908158,79.6736239794296,BEN
sector,7373,6,66,80.55555555555556,80.55555555555556,3.25,0.5168456826663841,84.74291683957895,79.61417154965311,OSPN
sector,5160,2,18,83.33333333333333,75.0,5.5,0.4323321665271076,32.686741852051945,79.41623901792083,HWKN
sector,3730,3,18,83.33333333333334,77.77777777777779,5.0,0.871683668587569,53.027423172410444,79.35622099685564,HII
sector,4813,7,42,86.10389610389612,78.48484848484848,10.0,1.052843542763518,25.851599629405126,79.33269725800707,VZ
sector,5812,18,136,86.11111111111111,81.48148148148147,5.5,0.8019848683086129,48.35941027970195,79.11759818543447,DIN
sector,5412,1,12,83.33333333333334,66.66666666666666,7.0,0.5914427468099027,25.69959554590649,78.97550623987324,ARKO
sector,7200,4,24,79.16666666666667,79.16666666666667,4.0,0.4450337326460658,30.73934432844879,78.81286572203513,UNF
sector,2531,1,12,83.33333333333334,66.66666666666666,6.0,0.3461759004284864,17.549194952277436,78.71679830115438,VIRC
sector,6111,1,6,83.33333333333334,66.66666666666666,3.0,0.8522994065590087,86.41368983167729,78.67331144680048,AGM
sector,5661,2,12,75.0,75.0,3.0,0.9368498205596616,160.719017907661,78.66826440830334,SCVL
sector,2670,2,18,83.33333333333334,58.33333333333333,2.0,0.8172171661335008,193.8302382891328,78.64687691448171,AVY
sector,3570,3,18,77.77777777777779,72.22222222222221,4.5,0.8075276727533084,94.89273471669863,78.60972955650551,HPE
sector,3713,1,6,83.33333333333334,66.66666666666666,4.0,0.4691699128338002,35.6764621217369,78.38501566103027,MLR
sector,2860,7,42,78.57142857142857,73.80952380952382,4.0,1.0538828668919684,61.16740756978353,78.27913054808114,FF
sector,5944,1,4,100.0,50.0,25.0,0.4473627935161647,6.531496785336004,78.26541608301208,SIG
sector,6531,4,33,79.16666666666666,70.83333333333333,5.75,0.7070416358822856,107.5310350554399,78.24944605757489,AGNT
sector,6036,15,137,82.53968253968254,78.09523809523809,3.0,1.0144346566768536,59.83234887647751,78.09548568739145,HFWA
sector,3537,2,12,75.0,75.0,3.5,0.6421670944164415,45.99989165856864,77.66827099134855,TEX
sector,3231,1,12,83.33333333333334,50.0,7.0,0.646191755909195,28.078570346054306,77.65709158034637,APOG
sector,6399,1,6,83.33333333333334,66.66666666666666,6.0,0.3780431761193361,19.16468878938301,77.44321168071271,AIZ
sector,2400,2,12,83.33333333333333,66.66666666666667,5.25,0.29431058364795076,16.77203420852206,77.42621247728198,KOP
sector,5411,6,48,83.33333333333333,66.66666666666667,6.75,0.5151831311883134,45.93091842848941,76.80424839730205,KR
sector,2211,1,12,83.33333333333334,66.66666666666666,14.0,2.615787376502526,56.83109478710847,76.68187665472297,CRWS
sector,3411,3,18,77.77777777777777,72.22222222222221,9.5,0.3725646673396051,13.341613883056823,76.60818978474808,CCK
sector,8062,2,12,75.0,66.66666666666666,3.75,0.14510712992559138,10.683180729490097,76.23766020289219,HCA
sector,2052,1,12,83.33333333333334,66.66666666666666,17.0,0.8144165555213133,14.57166876300389,76.01078319218703,JJSF
sector,6513,1,6,66.66666666666666,66.66666666666666,2.0,1.2232126471987674,148.82420540918335,75.45000756644187,NEN
sector,Europe,19,66,82.40454076367388,73.32301341589266,6.0,0.8648525246726446,42.10828307470674,75.43042573733452,0P000026O3.L
sector,2820,2,12,75.0,66.66666666666666,5.5,0.8270134851750033,27.22089546187249,75.37135103412085,CE
sector,5140,2,18,75.0,66.66666666666666,7.0,0.5726038155303559,36.158777506941995,75.1709025208439,SYY
sector,3559,2,18,66.66666666666666,66.66666666666666,9.0,2.674133719510391,51.958737021550824,74.7525690357476,LRCX
sector,3060,1,6,83.33333333333334,50.0,12.0,0.2941380962055234,7.455583688542781,74.51928515734211,CSL
sector,2842,1,6,66.66666666666666,66.66666666666666,4.0,1.0013517955530948,60.91556756281326,74.30574610551311,CLX
sector,5084,3,14,83.33333333333333,72.22222222222221,9.5,0.9559224125588918,139.50549450040964,74.25560220966429,MSM
sector,1040,1,6,66.66666666666666,66.66666666666666,1.5,0.3520591229366605,57.11181327639158,74.24822428140556,NEM
sector,3845,2,9,83.33333333333333,66.66666666666666,18.0,0.5804273073810823,33.82254656252786,74.08183779414641,MDT
sector,5172,2,11,83.33333333333333,56.666666666666664,18.25,1.5506201950444713,22.42551226759388,74.0691922340594,WKC
sector,3751,1,6,66.66666666666666,66.66666666666666,4.0,0.7697233914516911,46.82483964664454,74.01519656613122,HOG
sector,2221,1,6,66.66666666666666,66.66666666666666,4.5,0.4499118778005471,24.32856820699254,73.72491187780054,AIN
sector,3630,2,11,71.66666666666667,63.33333333333333,10.0,0.9907127716326476,23.299591844238943,73.279880495361,AOS
sector,2844,6,42,72.22222222222223,66.66666666666667,4.25,1.0976597550211686,78.63147513559089,73.13795575761023,CL
sector,5090,1,12,83.33333333333334,66.66666666666666,23.0,0.4928850762880566,6.518226552360169,72.65777226882453,POOL
sector,5141,1,7,71.42857142857143,57.14285714285714,3.0,0.1639962749578822,14.252057228482618,72.17483262391526,DIT
sector,3480,3,19,80.3030303030303,68.18181818181817,5.5,0.8182106380195459,31.717895497277443,71.59275832836187,RGR
sector,2761,1,6,66.66666666666666,50.0,9.0,1.2943329220643056,34.994927152109,71.528993966832,EBF
sector,3944,2,24,75.0,58.33333333333333,16.5,1.0504093091153999,17.817153112572434,71.45305316927514,JAKK
sector,4841,2,25,64.74358974358975,64.74358974358975,10.0,0.6786642956993268,17.36380759479809,71.07507201280605,ADEA
sector,0,49,679,66.15960430652096,55.775972840719795,10.0,2.4367577122101824,72.67682531171019,70.86852939511304,PFX
sector,6159,1,6,66.66666666666666,50.0,11.0,1.4268150051199795,31.56287738598742,70.7050387974575,NRUC
sector,4900,1,12,83.33333333333334,50.0,26.0,0.5538759397954155,6.47963839824765,70.68835296865619,MGEE
sector,3360,1,12,66.66666666666666,50.0,4.5,1.0184856295800098,55.073667377289404,70.57016280188573,MATW
sector,7311,1,6,66.66666666666666,50.0,4.5,0.952660135445755,51.514214731511196,70.04223252391633,OMC
sector,2611,1,4,50.0,50.0,2.0,1.6375616403625328,149.42749968308112,68.53756164036254,MERC
sector,4832,3,30,61.11111111111111,50.0,17.0,1.9767351075631752,69.4378112015589,68.44593846255566,SIRI
sector,5945,1,6,50.0,50.0,2.0,0.5010295670455881,45.718947992909904,67.0041668703859,BBW
sector,7374,11,72,65.60606060606061,57.72727272727273,3.0,4.436523901930553,63.952843148319566,64.00112751867798,PEGA
sector,3663,4,26,62.50000000000001,54.166666666666664,3.0,13.03868001502293,38.477826107855954,61.800700270750426,MSI
sector,3021,1,6,33.33333333333333,33.33333333333333,3.0,0.6435642658959786,26.100106339114685,59.74356426589597,NKE
sector,4812,3,27,50.0,50.0,3.0,8.476272694368205,118.87768816334267,55.210068222913,TMUS
sector,3100,2,10,50.0,33.33333333333333,5.5,13.205494491196509,23.782525448249384,47.35818741893152,TPR
sector,1700,2,8,41.66666666666667,41.66666666666667,1.0,5.790309998000654,54.175745284460874,45.51823562639575,AGX
sector,2015,2,10,41.66666666666667,41.66666666666667,1.0,4.373141443760426,259.44441896912065,45.40605940443543,TSN
sector,5190,1,12,16.666666666666664,0.0,70.0,3.790356976980687,3.294000706185597,35.29035697698069,NHTC
sector,3661,1,2,0.0,0.0,,0.7722007977909368,,0.7722007977909368,FKWL
speed_cluster,Muy rapida,1729,14998,90.20645750863932,85.10487923557197,4.0,0.7019785354839202,76.12455909427287,83.61665025985785,BRLT
speed_cluster,Rapida,585,5447,82.72436984791116,71.26300627227435,11.5,1.1217188804196818,27.672389146463583,77.13282463305266,GREEL
speed_cluster,Media,140,1088,74.72126801278723,38.8038155453569,29.0,1.6105104842375075,13.305873997460568,66.48359310980925,ARHS
speed_cluster,Lenta,9,56,45.37037037037037,3.7037037037037033,74.0,2.6312345125870844,5.031151727688806,42.096660889020285,SJCP
speed_cluster,Sin recuperacion,18,43,0.0,0.0,,12.471944507772498,,6.464637874401645,BBCP
stability_cluster,Muy estable,809,5872,89.49055280235223,89.02701757367485,3.0,0.7401926482203779,74.8739142775682,84.3513492741574,BRLT
stability_cluster,Estable,849,7996,88.08679556461865,83.4934700133892,5.5,0.8630628831636249,56.85337308799049,81.96197411381497,SOGP
stability_cluster,Variable,734,7433,87.01486354161995,66.11176702668288,7.25,0.862189790703044,46.67248284855541,78.36313289236469,SND
stability_cluster,Muy variable,36,193,76.83080808080808,47.348484848484844,19.25,1.7761292912001736,54.665141252026224,67.3369759192751,PRK
stability_cluster,Sin datos,53,138,26.635220125786162,21.918238993710688,6.0,5.947732289966185,132.82157576295566,32.6452625138097,KBAB
