dimension,segment,tickers,events,avg_recovery_rate_pct,avg_success_30d_pct,median_recovery_days,avg_dividend_yield_pct,avg_expected_tae_pct,avg_capture_score,top_ticker
sector,2731,2,17,90.0,81.66666666666667,7.25,0.8542485196329765,79.79904430811757,82.99621518784276,SCHL
sector,3841,11,91,89.61038961038962,85.06493506493506,5.0,0.3915935811950989,58.40227023340692,82.96207560098365,UTMD
sector,2836,3,36,88.8888888888889,83.33333333333334,4.0,0.5266140574113343,41.85159048579479,82.91749613547756,AMGN
sector,3560,4,29,90.83333333333334,82.5,4.25,0.30777737662095855,21.114185628268604,82.8969223469713,IR
sector,2810,8,55,87.79761904761905,83.92857142857143,2.5,0.8338649673723966,118.58734148010552,82.857863692271,LIN
sector,3541,1,6,83.33333333333334,83.33333333333334,1.0,0.7652542310452847,232.76482860960743,82.8310901523953,KMT
sector,3312,5,34,88.18181818181817,88.18181818181817,3.0,0.5232772191909791,29.740928284768795,82.80669568733408,CRS
sector,6162,2,12,83.33333333333333,83.33333333333333,1.25,1.3879862364596187,337.7433175385072,82.79888398353472,PFSI
sector,3672,3,17,94.44444444444446,76.66666666666667,5.0,0.17626682854959108,19.002250856503085,82.7842117158212,JBL
sector,3715,1,6,100.0,66.66666666666666,6.5,0.7484252729373192,42.02695763417254,82.7590544447798,WNC
sector,3824,2,12,91.66666666666667,75.0,1.5,0.14745104145023774,46.33670044541406,82.73056923404931,BMI
sector,2430,1,6,83.33333333333334,83.33333333333334,1.0,0.5110115161475549,155.4326694948813,82.50976539817259,FBIN
sector,1520,2,12,91.66666666666667,75.0,4.5,0.4476301693704452,45.496142237268444,82.4855741629359,IBP
sector,2086,1,12,83.33333333333334,83.33333333333334,1.0,0.4580612757905833,139.32697138630243,82.42568227501815,COKE
sector,5900,3,30,94.44444444444446,77.77777777777779,8.0,0.8417148762219018,71.04788487858758,82.41437013342521,FCFS
sector,3714,13,97,91.02564102564104,75.76923076923077,4.0,0.523891619937016,47.73242491243651,82.39736696186544,GNTX
sector,5122,4,24,87.5,83.33333333333334,2.75,0.3323925601892276,40.052952462048836,82.37908627561873,COR
sector,2320,6,42,91.66666666666669,77.77777777777777,3.5,0.5571584610967381,53.866867796600296,82.37330507998412,RL
sector,2330,1,6,83.33333333333334,83.33333333333334,1.0,0.5552005270928457,168.87349365740727,82.35270829114289,JILL
sector,2621,3,18,88.8888888888889,72.22222222222221,5.0,1.0520728128713863,70.41639253076079,82.34511598512961,SLVM
sector,4213,10,106,90.00000000000001,80.0,3.5,0.34735084466193,35.40819620268383,82.28610108780353,LSTR
sector,5080,2,18,91.66666666666667,83.33333333333334,7.0,0.18543012203998632,29.861691764124494,82.25251399181948,WLFC
sector,8111,1,12,83.33333333333334,83.33333333333334,1.0,0.30197509076476065,91.85075677428138,82.17639867884276,CRAI
sector,3690,4,24,87.5,83.33333333333334,3.25,0.6884464739996985,70.91249112812754,82.05677143301276,SPB
sector,2840,4,24,87.5,83.33333333333334,4.5,0.4991488415487221,67.06588286170849,82.0416269746311,CHD
sector,3823,9,76,88.88888888888889,79.62962962962963,3.0,0.18216274290358028,31.075799525638885,82.03110621172428,RAL
sector,5211,2,12,91.66666666666667,75.0,8.0,0.5638873825734744,45.1865995776119,82.01413035784421,HD
sector,6510,1,6,83.33333333333334,83.33333333333334,4.0,1.005194449206317,76.43666124173036,81.87565981730803,INVH
sector,7320,4,24,83.33333333333334,83.33333333333334,1.0,0.19848956435491,46.30861188288082,81.80450686706463,SPGI
sector,5810,3,30,88.8888888888889,83.33333333333333,7.0,1.038434835497488,63.70243290292439,81.79345627663885,CNNE
sector,5200,3,30,88.8888888888889,77.77777777777779,5.0,0.44529837763857966,21.988066213291905,81.76668239324863,FAST
sector,3844,1,12,83.33333333333334,83.33333333333334,1.0,0.04539946323907254,13.809003401884567,81.73943503761214,GEHC
sector,7830,2,12,83.33333333333334,83.33333333333334,2.0,0.38051489393939886,69.87782591540967,81.70920076519526,CNK
sector,7389,18,125,86.11111111111113,78.70370370370371,2.25,0.6435630194708971,87.51090161324716,81.65421220226945,RBA
sector,100,5,34,95.0,75.0,12.5,0.4646358205469251,21.292238040518793,81.63786727912176,ALCO
sector,2090,3,13,81.11111111111111,81.11111111111111,3.0,1.3069252207527056,196.19355791524086,81.5974293586832,JVA
sector,4513,1,6,83.33333333333334,83.33333333333334,4.0,0.5182414861203867,39.40794634040441,81.59075522279885,FDX
sector,5150,4,37,85.57692307692307,81.41025641025641,5.75,0.9417732559254381,61.16721026328824,81.55580630661498,SEB
sector,5013,1,6,83.33333333333334,83.33333333333334,5.0,0.8565503968906767,52.106815810849504,81.51449776936094,GPC
sector,1600,3,17,88.88888888888887,83.33333333333333,3.0,0.25422773636612733,19.25107762121421,81.49877069542345,GVA
sector,1531,6,36,86.11111111111113,83.33333333333333,3.75,0.3755699321267698,51.90589600227866,81.38975905790728,TOL
